Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Similarity Score,Partial Matched Name,Partial Match Type
Raiden Fighters (Germany),Raiden Fighters,raidenfighters,raiden fighters,1,1,main,main,Raiden Fighters,Raiden Fighters,SAME,0,,,
Raiden Fighters 2 - Operation Hell Dive (Germany),Raiden Fighters 2 - Operation Hell Dive,raidenfighters2operationhelldive,raiden fighters 2 operation hell dive,1,1,main,main,Raiden Fighters 2: Operation Hell Dive,Raiden Fighters 2: Operation Hell Dive,SAME,0,,,
Raiden Fighters Jet (Germany),Raiden Fighters Jet,raidenfightersjet,raiden fighters jet,1,1,main,main,Raiden Fighters Jet,Raiden Fighters Jet,SAME,0,,,
"Raiden II (US, set 1)",Raiden II,raiden2,raiden ii,1,1,main,main,Raiden II,Raiden II,SAME,0,,,
Raiders,Raiders,raiders,raiders,1,1,main,main,Raiders,Raiders,SAME,0,,,
Raiders5,Raiders5,raiders5,raiders5,1,1,main,main,Raiders5,Raiders5,SAME,0,,,
Raiga - Strato Fighter (US),Raiga - Strato Fighter,raigastratofighter,raiga strato fighter,1,1,main,main,Raiga: Strato Fighter,Raiga: Strato Fighter,SAME,0,,,
Rail Chase (World),Rail Chase,railchase,rail chase,1,1,main,main,Rail Chase,Rail Chase,SAME,0,,,
"Raimais (World, rev 1)",Raimais,raimais,raimais,1,1,main,main,Raimais,Raimais,SAME,0,,,
Rainbow Islands - Extra Version,Rainbow Islands - Extra Version,rainbowislandsextraversion,rainbow islands extra version,1,1,main,main,Rainbow Islands: Extra Version,Rainbow Islands: Extra Version,SAME,0,,,
Rainbow Islands (rev 1),Rainbow Islands,rainbowislands,rainbow islands,0,0,,,,,SAME,0,,,
"Rally Bike (Europe, US) / Dash Yarou (Japan)",Rally Bike / Dash Yarou,rallybikedashyarou,rally bike dash yarou,0,0,,,,,SAME,0,,,
Rally X (32k Ver.?),Rally X,rallyx,rally x,1,1,main,main,Rally-X,Rally-X,SAME,0,,,
Rambo III (Europe),Rambo III,rambo3,rambo iii,1,1,main,main,Rambo III,Rambo III,SAME,0,,,
"Rampage (Rev 3, 8/27/86)",Rampage,rampage,rampage,1,1,main,main,Rampage,Rampage,SAME,0,,,
Rampage: World Tour (rev 1.3),Rampage: World Tour,rampageworldtour,rampage world tour,1,1,main,main,Rampage World Tour,Rampage World Tour,SAME,0,,,
Rampart (Trackball),Rampart,rampart,rampart,1,1,main,main,Rampart,Rampart,SAME,0,,,
"Rapid Fire (v1.1, Build 239)",Rapid Fire,rapidfire,rapid fire,1,1,main,main,Rapid Fire,Rapid Fire,SAME,0,,,
Rapid Hero (NMK),Rapid Hero,rapidhero,rapid hero,1,1,main,main,Rapid Hero,Rapid Hero,SAME,0,,,
Rastan (World Rev 1),Rastan,rastan,rastan,1,1,main,main,Rastan,Rastan,SAME,0,,,
Ray Crisis (V2.03O 19981115 1543),Ray Crisis,raycrisis,ray crisis,1,0,main,,RayCrisis,,WORSE,0,,,
Ray Force (Ver 2.3A 1994/01/20),Ray Force,rayforce,ray force,0,0,,,,,SAME,0,,,
Ray Storm (Ver 2.06A),Ray Storm,raystorm,ray storm,1,0,main,,RayStorm,,WORSE,0,,,
Razzmatazz,Razzmatazz,razzmatazz,razzmatazz,1,1,main,main,Razzmatazz,Razzmatazz,SAME,0,,,
Reactor,Reactor,reactor,reactor,1,1,main,main,Reactor,Reactor,SAME,0,,,
Reality Tennis (set 1),Reality Tennis,realitytennis,reality tennis,1,1,main,main,Reality Tennis,Reality Tennis,SAME,0,,,
