Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Custom Similarity Score,Jaro-Winkler Score,Partial Matched Name,Partial Match Type
Digger Barnes (1985)(Cable Software)[cr],Digger Barnes,diggerbarnes,Digger Barnes,1,1,main,main,Digger Barnes,Digger Barnes,SAME,0,,,,
Dire Dare (2022)(cpcretrodev.byterealms)(r4)[cr],Dire Dare,diredare,Dire Dare,1,1,main,main,Dire Dare,Dire Dare,SAME,0,,,,
Disc (1990)(Loriciels),Disc,disc,Disc,1,1,main,main,Disc,Disc,SAME,0,,,,
Dive-Dive-Dive (1987)(Tynesoft)[cr],Dive-Dive-Dive,divedivedive,Dive Dive Dive,1,1,main,main,Dive-Dive-Dive,Dive-Dive-Dive,SAME,0,,,,
Dizzy - The Ultimate Cartoon Adventure (UK) (1988) [Original][b],Dizzy - The Ultimate Cartoon Adventure,dizzytheultimatecartoonadventure,Dizzy The Ultimate Cartoon Adventure,1,1,main,main,Dizzy: The Ultimate Cartoon Adventure,Dizzy: The Ultimate Cartoon Adventure,SAME,0,,,,
Dizzy Dice (1987)(Players)[cr],Dizzy Dice,dizzydice,Dizzy Dice,1,1,main,main,Dizzy Dice,Dizzy Dice,SAME,0,,,,
Dizzy Down the Rapids (UK) (1991)[cr][f],Dizzy Down the Rapids,dizzydowntherapids,Dizzy Down the Rapids,1,1,main,main,Dizzy: Down the Rapids,Dizzy: Down the Rapids,SAME,0,,,,
Dizzy II - Treasure Island Dizzy (UK) (1989) [Original],Dizzy II - Treasure Island Dizzy,dizzy2treasureislanddizzy,Dizzy 2 Treasure Island Dizzy,0,0,,,,,SAME,1,0.20114285714285712,0.665,Dizzy Panic,main
Dizzy III - Fantasy World Dizzy (1989)(Codemasters Software)[cr][f],Dizzy III - Fantasy World Dizzy,dizzy3fantasyworlddizzy,Dizzy 3 Fantasy World Dizzy,0,0,,,,,SAME,1,0.21501976284584978,0.6681159420289854,Dizzy Panic,main
Dizzy IV - Magicland Dizzy (1990)(Codemasters Software)[cr][f],Dizzy IV - Magicland Dizzy,dizzy4magiclanddizzy,Dizzy 4 Magicland Dizzy,0,0,,,,,SAME,1,0.24000000000000002,0.8477777777777779,Dizzy Panic,main
Dizzy V - Spellbound Dizzy (1991)(Codemasters Software)[cr][f],Dizzy V - Spellbound Dizzy,dizzy5spellbounddizzy,Dizzy 5 Spellbound Dizzy,0,0,,,,,SAME,1,0.23102918586789553,0.8361904761904763,Dizzy Panic,main
Dizzy VI - Prince of the Yolkfolk (1991)(Codemasters Software)[cr],Dizzy VI - Prince of the Yolkfolk,dizzy6princeoftheyolkfolk,Dizzy 6 Prince of the Yolkfolk,0,0,,,,,SAME,1,0.48587755102040814,0.992,Dizzy: Prince of the Yolkfolk,main
Dizzy VII - Crystal Kingdom Dizzy (1992)(Codemasters Software)[cr],Dizzy VII - Crystal Kingdom Dizzy,dizzy7crystalkingdomdizzy,Dizzy 7 Crystal Kingdom Dizzy,0,0,,,,,SAME,1,0.17952941176470588,0.6383068783068784,Dizzy Dice,main
DJ_Puff_s_Volcanic_Eruption,DJ_Puff_s_Volcanic_Eruption,djpuffsvolcaniceruption,DJ_Puff_s_Volcanic_Eruption,0,0,,,,,SAME,1,0.18439897698209717,0.5992847731978167,Dame Scanner,main
Doctor Who and the Mines of Terror (1986)(Micro Power),Doctor Who and the Mines of Terror,doctorwhoandtheminesofterror,Doctor Who and the Mines of Terror,1,1,main,main,Doctor Who and the Mines of Terror,Doctor Who and the Mines of Terror,SAME,0,,,,
Dodgy Geezers (1986)(Melbourne House)[D7][cr],Dodgy Geezers,dodgygeezers,Dodgy Geezers,1,1,main,main,Dodgy Geezers,Dodgy Geezers,SAME,0,,,,
Dogfight 2187 (1987)(Starlight Software),Dogfight 2187,dogfight2187,Dogfight 2187,1,1,main,main,Dogfight 2187,Dogfight 2187,SAME,0,,,,
Dogsbody to the Rescue (1985)(Bug-Byte Software)[tape],Dogsbody to the Rescue,dogsbodytotherescue,Dogsbody to the Rescue,0,0,,,,,SAME,1,0.2619883040935672,0.8842105263157894,Dogsbody,main
Dom Camillo (1987)(Free Game Blot)(fr)[cr],Dom Camillo,domcamillo,Dom Camillo,1,1,main,main,Dom Camillo,Dom Camillo,SAME,0,,,,
Dominator (1989)(Electric Dreams Software),Dominator,dominator,Dominator,1,1,main,main,Dominator,Dominator,SAME,0,,,,
Domino (1985)(Idealogic)(es)[tape],Domino,domino,Domino,0,0,,,,,SAME,1,0.40714285714285714,0.95,Dominoes,main
Dominoes (1987)(Blue Ribbon Software)[tape],Dominoes,dominoes,Dominoes,1,1,main,main,Dominoes,Dominoes,SAME,0,,,,
Don Quijote (1987)(Dinamic Software)(es),Don Quijote,donquijote,Don Quijote,1,1,main,main,Don Quijote,Don Quijote,SAME,0,,,,
Donald & Riri (1985)(Bahia Informatique)(fr),Donald & Riri,donaldriri,Donald Riri,0,0,,,,,SAME,1,0.24415584415584413,0.6835497835497836,Dragon's Lair,main
Donald's Alphabet Chase (1988)(Disney)(M5)(Side A)[codes],Donald's Alphabet Chase,donaldsalphabetchase,Donald s Alphabet Chase,1,1,main,main,Donald's Alphabet Chase,Donald's Alphabet Chase,SAME,0,,,,
Donald's Alphabet Chase (1988)(Disney)(M5)(Side B)[codes],Donald's Alphabet Chase,donaldsalphabetchase,Donald s Alphabet Chase,1,1,main,main,Donald's Alphabet Chase,Donald's Alphabet Chase,SAME,0,,,,
Donde Esta Carmen Sandiego (1990)(Broderbund Software)(es)(Side A)[codes],Donde Esta Carmen Sandiego,dondeestacarmensandiego,Donde Esta Carmen Sandiego,0,0,,,,,SAME,1,0.2028985507246377,0.6204632726371857,Deeper Warrens,main
Donde Esta Carmen Sandiego (1990)(Broderbund Software)(es)(Side B)[codes],Donde Esta Carmen Sandiego,dondeestacarmensandiego,Donde Esta Carmen Sandiego,0,0,,,,,SAME,1,0.2028985507246377,0.6204632726371857,Deeper Warrens,main
Donkey Kong (1986)(Ocean Software)[BASIC 1.0],Donkey Kong,donkeykong,Donkey Kong,1,1,main,main,Donkey Kong,Donkey Kong,SAME,0,,,,
Don't Panic (1985)(Firebird Software)[tape],Don't Panic,dontpanic,Don t Panic,1,1,main,main,Don't Panic,Don't Panic,SAME,0,,,,
Doodle Bug (1987)(Players Software)[cr],Doodle Bug,doodlebug,Doodle Bug,1,1,main,main,Doodle Bug,Doodle Bug,SAME,0,,,,
Doomlords (1988)(Wow Software)[cr],Doomlords,doomlords,Doomlords,1,1,main,main,Doomlords,Doomlords,SAME,0,,,,
Doomsdark's Revenge (1985)(Beyond Software)[tape],Doomsdark's Revenge,doomsdarksrevenge,Doomsdark s Revenge,0,0,,,,,SAME,1,0.47914438502673795,0.9632352941176471,Doomdark's Revenge,main
Doomsday Blues (1985)(ERE Informatique),Doomsday Blues,doomsdayblues,Doomsday Blues,1,1,main,main,Doomsday Blues,Doomsday Blues,SAME,0,,,,
Doors of Doom (1985)(Amsoft),Doors of Doom,doorsofdoom,Doors of Doom,1,1,main,main,Doors of Doom,Doors of Doom,SAME,0,,,,
Doppleganger (1985)(Alligata Software)[tape],Doppleganger,doppleganger,Doppleganger,1,1,main,main,Doppleganger,Doppleganger,SAME,0,,,,
Dora (1988)(Acocsoft)(el)[cr],Dora,dora,Dora,1,1,main,main,Dora,Dora,SAME,0,,,,
Dossier G (1985)(Cobra Soft)(fr),Dossier G,dossierg,Dossier G,0,0,,,,,SAME,1,0.23500000000000001,0.6904761904761904,Driller,main
Double Dragon (1988)(Dro Soft)(es),Double Dragon,doubledragon,Double Dragon,0,0,,,,,SAME,1,0.5824675324675325,0.9090909090909091,Double Dragon (Animagic),main
Double Dragon (1988)(Virgin Mastertronic),Double Dragon,doubledragon,Double Dragon,0,0,,,,,SAME,1,0.5824675324675325,0.9090909090909091,Double Dragon (Animagic),main
Double Dragon II - The Revenge (1989)(Dro Soft)(es),Double Dragon II - The Revenge,doubledragon2therevenge,Double Dragon 2 The Revenge,0,0,,,,,SAME,1,0.6539426523297491,0.94375,Double Dragon II: The Revenge (Dro Soft),main
Double Dragon II - The Revenge (1989)(Virgin Mastertronic),Double Dragon II - The Revenge,doubledragon2therevenge,Double Dragon 2 The Revenge,0,0,,,,,SAME,1,0.6539426523297491,0.94375,Double Dragon II: The Revenge (Dro Soft),main
Double Dragon III - The Rosetta Stone (1991)(Storm Software)(Side A),Double Dragon III - The Rosetta Stone,doubledragon3therosettastone,Double Dragon 3 The Rosetta Stone,1,1,main,main,Double Dragon III: The Rosetta Stone,Double Dragon III: The Rosetta Stone,SAME,0,,,,
Double Dragon III - The Rosetta Stone (1991)(Storm Software)(Side B),Double Dragon III - The Rosetta Stone,doubledragon3therosettastone,Double Dragon 3 The Rosetta Stone,1,1,main,main,Double Dragon III: The Rosetta Stone,Double Dragon III: The Rosetta Stone,SAME,0,,,,
Dr. Doom's Revenge (1989)(Empire Software)(M4)(Side A)[codes],Dr. Doom's Revenge,drdoomsrevenge,Dr Doom s Revenge,0,0,,,,,SAME,1,0.3650793650793651,0.8622877122877123,Demons Revenge,main
Dr. Doom's Revenge (1989)(Empire Software)(M4)(Side B)[codes],Dr. Doom's Revenge,drdoomsrevenge,Dr Doom s Revenge,0,0,,,,,SAME,1,0.3650793650793651,0.8622877122877123,Demons Revenge,main
Dr. Dustbin (1988)(PC Schneider International)(de)[cr],Dr. Dustbin,drdustbin,Dr Dustbin,0,0,,,,,SAME,1,0.37333333333333335,0.8999999999999999,Dustin,main
Dr. Jackle and Mr. Wide (1987)(Bulldog)[tape],Dr. Jackle and Mr. Wide,drjackleandmrwide,Dr Jackle and Mr Wide,0,0,,,,,SAME,1,0.2323529411764706,0.6076203208556149,Defend or Die,main
Dr. Scrimes Spook School (1988)(Mastertronic)[tape],Dr. Scrimes Spook School,drscrimesspookschool,Dr Scrimes Spook School,1,0,main,,Dr. Scrime's Spook School,,WORSE,1,1.0,1.0,Dr. Scrime's Spook School,main
Dracula (1986)(CRL Group),Dracula,dracula,Dracula,1,1,main,main,Dracula,Dracula,SAME,0,,,,
Dragon Attack (2016)(cpcretrodev.byterealms)[cr],Dragon Attack,dragonattack,Dragon Attack,0,0,,,,,SAME,1,0.34202898550724636,0.8787878787878788,Dragona Maze,main
Dragon Breed (1989)(Activision),Dragon Breed,dragonbreed,Dragon Breed,1,1,main,main,Dragon Breed,Dragon Breed,SAME,0,,,,
Dragon Ninja (1988)(Ocean Software),Dragon Ninja,dragonninja,Dragon Ninja,0,0,,,,,SAME,1,0.3090909090909091,0.8805194805194805,Dragons,main
Dragon Spirit (1989)(Domark)(Side A),Dragon Spirit,dragonspirit,Dragon Spirit,1,1,main,main,Dragon Spirit,Dragon Spirit,SAME,0,,,,
Dragon Spirit (1989)(Domark)(Side B),Dragon Spirit,dragonspirit,Dragon Spirit,1,1,main,main,Dragon Spirit,Dragon Spirit,SAME,0,,,,
Dragon World (1989)(4-Mation Educational Resources)(Side A)[cr],Dragon World,dragonworld,Dragon World,1,1,main,main,Dragon World,Dragon World,SAME,0,,,,
Dragon World (1989)(4-Mation Educational Resources)(Side B)[cr],Dragon World,dragonworld,Dragon World,1,1,main,main,Dragon World,Dragon World,SAME,0,,,,
Dragon's Gold (1985)(Amsoft)[cr],Dragon's Gold,dragonsgold,Dragon s Gold,1,0,main,,Dragons Gold,,WORSE,1,1.0,1.0,Dragons Gold,main
Dragon's Lair (1985)(Software Projects),Dragon's Lair,dragonslair,Dragon s Lair,1,1,main,main,Dragon's Lair,Dragon's Lair,SAME,0,,,,
Dragon's Lair II - Escape from Singe's Castle (1987)(Software Projects),Dragon's Lair II - Escape from Singe's Castle,dragonslair2escapefromsingescastle,Dragon s Lair 2 Escape from Singe s Castle,0,0,,,,,SAME,1,0.46228070175438596,0.920123839009288,Dragon's Lair Part II: Escape from Singe's Castle,main
Dragons of Flame (1990)(US Gold)(Side A),Dragons of Flame,dragonsofflame,Dragons of Flame,1,1,main,main,Dragons of Flame,Dragons of Flame,SAME,0,,,,
Dragons of Flame (1990)(US Gold)(Side B),Dragons of Flame,dragonsofflame,Dragons of Flame,1,1,main,main,Dragons of Flame,Dragons of Flame,SAME,0,,,,
Dragontorc (1985)(Hewson)[tape],Dragontorc,dragontorc,Dragontorc,0,0,,,,,SAME,1,0.37402597402597404,0.9054545454545454,Dragon World,main
Drakkar (1989)(Delta Software)(es),Drakkar,drakkar,Drakkar,1,1,main,main,Drakkar,Drakkar,SAME,0,,,,
Dream Warrior (1988)(US Gold),Dream Warrior,dreamwarrior,Dream Warrior,1,1,main,main,Dream Warrior,Dream Warrior,SAME,0,,,,
Drigus und Drolan (1989)(Bollaware)(PD)(de)[cr],Drigus und Drolan,drigusunddrolan,Drigus und Drolan,0,0,,,,,SAME,1,0.26133333333333336,0.788888888888889,Druid & Droid,main
Driller (1987)(Incentive Software)[codes],Driller,driller,Driller,1,1,main,main,Driller,Driller,SAME,0,,,,
Driller (1987)(Incentive Software)[cr],Driller,driller,Driller,1,1,main,main,Driller,Driller,SAME,0,,,,
Dripzone (1987)(Potplant Productions)[cr],Dripzone,dripzone,Dripzone,0,0,,,,,SAME,1,0.2714285714285714,0.75,Dianne,main
Druid & Droid (2022)(cpcretrodev.byterealms)[cr][f],Druid & Droid,druiddroid,Druid Droid,1,1,main,main,Druid & Droid,Druid & Droid,SAME,0,,,,
Druid (1986)(Firebird),Druid,druid,Druid,1,1,main,main,Druid,Druid,SAME,0,,,,
Druids Moon (1987)(Top Ten)[cr],Druids Moon,druidsmoon,Druids Moon,1,1,main,main,Druids Moon,Druids Moon,SAME,0,,,,
Duck Dodgers (1985)(Amstrad Computer User)[cr],Duck Dodgers,duckdodgers,Duck Dodgers,0,0,,,,,SAME,1,0.2623376623376623,0.6595959595959596,Deadenders,main
"Duct, The (1988)(Gremlin Graphics Software)[tape]","Duct, The",duct,Duct The,1,0,main,,The Duct,,WORSE,1,1.0,1.0,The Duct,main
Duel 2000 (1986)(Coktel Vision)(fr),Duel 2000,duel2000,Duel 2000,1,1,main,main,Duel 2000,Duel 2000,SAME,0,,,,
Duet - Commando '86 (1987)(Elite Systems)[cr],Duet - Commando '86,duetcommando86,Duet Commando 86,0,0,,,,,SAME,1,0.22142857142857142,0.7571428571428572,Defcom,main
Dun Darach (1985)(Gargoyle Games),Dun Darach,dundarach,Dun Darach,1,1,main,main,Dun Darach,Dun Darach,SAME,0,,,,
Dungeons Of Gomilandia (2024)(Retroworks)[cr],Dungeons Of Gomilandia,dungeonsofgomilandia,Dungeons Of Gomilandia,0,0,,,,,SAME,1,0.26419354838709674,0.681986531986532,Dragons Gold,main
"Dungeons, Amethysts, Alchemists (1987)(Atlantis Software)[tape]","Dungeons, Amethysts, Alchemists",dungeonsamethystsalchemists,Dungeons Amethysts Alchemists,0,0,,,,,SAME,1,0.39907094594594594,0.9459459459459459,"Dungeons, Amethysts, Alchemists 'n' Everythin'",main
Dustin (1986)(Dinamic Software)(es)[tape],Dustin,dustin,Dustin,1,1,main,main,Dustin,Dustin,SAME,0,,,,
Dwarf (1987)(Soft Hawk)(fr),Dwarf,dwarf,Dwarf,1,1,main,main,Dwarf,Dwarf,SAME,0,,,,
Dynamic Duo (1989)(Firebird),Dynamic Duo,dynamicduo,Dynamic Duo,1,1,main,main,Dynamic Duo,Dynamic Duo,SAME,0,,,,
Dynamite Dan (1985)(Mirrorsoft)[tape],Dynamite Dan,dynamitedan,Dynamite Dan,1,1,main,main,Dynamite Dan,Dynamite Dan,SAME,0,,,,
Dynamite Dan II (1986)(Mirrorsoft),Dynamite Dan II,dynamitedan2,Dynamite Dan 2,1,1,main,main,Dynamite Dan II,Dynamite Dan II,SAME,0,,,,
Dynamite Dux (1989)(Activision)(Side A),Dynamite Dux,dynamitedux,Dynamite Dux,1,0,main,,Dynamite Düx,,WORSE,1,1.0,1.0,Dynamite Düx,main
Dynamite Dux (1989)(Activision)(Side B),Dynamite Dux,dynamitedux,Dynamite Dux,1,0,main,,Dynamite Düx,,WORSE,1,1.0,1.0,Dynamite Düx,main
Dynamix (1989)(Virgin Games)[tape],Dynamix,dynamix,Dynamix,1,1,main,main,Dynamix,Dynamix,SAME,0,,,,
Dynasty Wars (1990)(US Gold),Dynasty Wars,dynastywars,Dynasty Wars,1,1,main,main,Dynasty Wars,Dynasty Wars,SAME,0,,,,
Eagle (1987)(Dro Soft)(es),Eagle,eagle,Eagle,1,1,main,main,Eagle,Eagle,SAME,0,,,,
Eagle's Rider (1990)(Microids)[fr],Eagle's Rider,eaglesrider,Eagle s Rider,1,1,main,main,Eagle's Rider,Eagle's Rider,SAME,0,,,,
Echelon (1988)(US Gold),Echelon,echelon,Echelon,1,1,main,main,Echelon,Echelon,SAME,0,,,,
Edd the Duck (1990)(Zeppelin Games),Edd the Duck,eddtheduck,Edd the Duck,1,1,main,main,Edd the Duck!,Edd the Duck!,SAME,0,,,,
Eden Blues (1985)(ERE Informatique)(fr),Eden Blues,edenblues,Eden Blues,0,0,,,,,SAME,1,0.3111111111111111,0.8166666666666667,Erebus,main
Eden Blues (1985)(ERE Informatique)(es),Eden Blues,edenblues,Eden Blues,0,0,,,,,SAME,1,0.3111111111111111,0.8166666666666667,Erebus,main
"Eidolon, The (1986)(Activision)","Eidolon, The",eidolon,Eidolon The,1,0,main,,The Eidolon,,WORSE,1,1.0,1.0,The Eidolon,main
Electric Fencing (1985)(Amstrad Computer User)[cr],Electric Fencing,electricfencing,Electric Fencing,0,0,,,,,SAME,1,0.3062068965517242,0.8856277056277057,Electric Runner,main
Electric Runner (1985)(Hebdogiciel)(fr)[cr],Electric Runner,electricrunner,Electric Runner,1,1,main,main,Electric Runner,Electric Runner,SAME,0,,,,
Electric Wonderland (1986)(ERE Informatique),Electric Wonderland,electricwonderland,Electric Wonderland,1,1,main,main,Electric Wonderland,Electric Wonderland,SAME,0,,,,
Electro Freddy (1984)(Amsoft),Electro Freddy,electrofreddy,Electro Freddy,1,1,main,main,Electro Freddy,Electro Freddy,SAME,0,,,,
Elektra Glide (1986)(English Software),Elektra Glide,elektraglide,Elektra Glide,1,0,main,,Elektraglide,,WORSE,1,1.0,1.0,Elektraglide,main
Elevator Action (1987)(Quicksilva),Elevator Action,elevatoraction,Elevator Action,1,1,main,main,Elevator Action,Elevator Action,SAME,0,,,,
Elidon (1985)(Orpheus)[tape],Elidon,elidon,Elidon,1,1,main,main,Elidon,Elidon,SAME,0,,,,
Eliminator (1988)(Hewson)[b],Eliminator,eliminator,Eliminator,1,1,main,main,Eliminator,Eliminator,SAME,0,,,,
Elite (1985)(Firebird)(de)[GOLD],Elite,elite,Elite,1,1,main,main,Elite,Elite,SAME,0,,,,
Elite (1985)(Firebird)(fr)[cr][GOLD],Elite,elite,Elite,1,1,main,main,Elite,Elite,SAME,0,,,,
Elite (1985)(Firebird)(Side A)[GOLD],Elite,elite,Elite,1,1,main,main,Elite,Elite,SAME,0,,,,
Elite (1985)(Firebird)(Side B)[GOLD],Elite,elite,Elite,1,1,main,main,Elite,Elite,SAME,0,,,,
Elven Warrior (1989)(Players Premier Software)[cr Tom & Jerry],Elven Warrior,elvenwarrior,Elven Warrior,1,1,main,main,Elven Warrior,Elven Warrior,SAME,0,,,,
Emerald Isle (1985)(Level 9 Computing)[tape],Emerald Isle,emeraldisle,Emerald Isle,1,1,main,main,Emerald Isle,Emerald Isle,SAME,0,,,,
Emilio Butragueno Futbol (1988)(Topo Soft)(es),Emilio Butragueno Futbol,emiliobutraguenofutbol,Emilio Butragueno Futbol,1,0,main,,Emilio Butragueño Futbol,,WORSE,1,1.0,1.0,Emilio Butragueño Futbol,main
Emilio Butragueno Futbol II (1989)(Erbe Software)(es),Emilio Butragueno Futbol II,emiliobutraguenofutbol2,Emilio Butragueno Futbol 2,0,0,,,,,SAME,1,0.4846376811594203,0.9913043478260869,Emilio Butragueño Futbol,main
Emilio Sanchez Vicario (1989)(Zigurat Software)(es),Emilio Sanchez Vicario,emiliosanchezvicario,Emilio Sanchez Vicario,0,0,,,,,SAME,1,0.3828289936664321,0.9379310344827586,Emilio Sanchez Vicario: Grand Slam,main
Emlyn Hughes International Soccer (1988)(Audiogenic Software LTD),Emlyn Hughes International Soccer,emlynhughesinternationalsoccer,Emlyn Hughes International Soccer,1,1,main,main,Emlyn Hughes International Soccer,Emlyn Hughes International Soccer,SAME,0,,,,
E-Motion (1990)(US Gold),E-Motion,emotion,E Motion,1,0,main,,E-motion,,WORSE,1,1.0,1.0,E-motion,main
Empty_Tummy__(2014-11-06)__NICH,Empty_Tummy____NICH,emptytummynich,Empty_Tummy____NICH,0,0,,,,,SAME,1,0.17714285714285713,0.5714285714285715,Empire!,main
Enchanted (1989)(Positive)(es),Enchanted,enchanted,Enchanted,1,1,main,main,Enchanted,Enchanted,SAME,0,,,,
Enchanter (1984)(Infocom)[CPM],Enchanter,enchanter,Enchanter,1,1,main,main,Enchanter,Enchanter,SAME,0,,,,
Endurance (1985)(CRL Group)[tape],Endurance,endurance,Endurance,1,1,main,main,Endurance,Endurance,SAME,0,,,,
Enduro Racer (1987)(Activision),Enduro Racer,enduroracer,Enduro Racer,1,1,main,main,Enduro Racer,Enduro Racer,SAME,0,,,,
Endzone (1989)(Alternative Software)[tape][f],Endzone,endzone,Endzone,1,1,main,main,Endzone,Endzone,SAME,0,,,,
Energy Warrior (1987)(Mastertronic)[cr],Energy Warrior,energywarrior,Energy Warrior,1,1,main,main,Energy Warrior,Energy Warrior,SAME,0,,,,
Enlightenment - Druid II (1988)(Firebird),Enlightenment - Druid II,enlightenmentdruid2,Enlightenment Druid 2,1,1,main,main,Enlightenment: Druid II,Enlightenment: Druid II,SAME,0,,,,
"Ensembles, Les (1986)(Eurogiciel)(fr)[cr]","Ensembles, Les",ensemblesles,Ensembles Les,0,0,,,,,SAME,1,0.23985507246376808,0.6446608946608947,Emerald Isle,main
Enterprise (1987)(Melbourne House)[cr GPA],Enterprise,enterprise,Enterprise,1,1,main,main,Enterprise,Enterprise,SAME,0,,,,
Enterprise v1.0 (1985)(Data Media)(de),Enterprise v1.0,enterprisev10,Enterprise v1 0,0,0,,,,,SAME,1,0.41471571906354515,0.9538461538461538,Enterprise,main
Epimetheus (2019)(cpcretrodev.byterealms),Epimetheus,epimetheus,Epimetheus,1,1,main,main,Epimetheus,Epimetheus,SAME,0,,,,
Equinox (1986)(Mikro-Gen),Equinox,equinox,Equinox,1,1,main,main,Equinox,Equinox,SAME,0,,,,
Er-Bert (1984)(Microbyte)[cr],Er-Bert,erbert,Er Bert,1,1,main,main,Er*Bert,Er*Bert,SAME,0,,,,
"Erbschaft, Die (1986)(Infogrames)(de)","Erbschaft, Die",erbschaft,Erbschaft Die,0,0,,,,,SAME,1,0.2603174603174603,0.6444444444444445,ESWAT,main
Erebus (1987)(Titus)(fr),Erebus,erebus,Erebus,1,1,main,main,Erebus,Erebus,SAME,0,,,,
Escape (1985)(Entertainment & Computer Products)[cr],Escape,escape,Escape,1,1,main,main,Escape!,Escape!,SAME,0,,,,
Escape From Khoshima (1986)(Atlantis Software)[cr],Escape From Khoshima,escapefromkhoshima,Escape From Khoshima,1,0,main,,Escape from Khoshima,,WORSE,1,1.0,1.0,Escape from Khoshima,main
Escape from Planet of Robot Monsters (1990)(Domark),Escape from Planet of Robot Monsters,escapefromplanetofrobotmonsters,Escape from Planet of Robot Monsters,0,0,,,,,SAME,1,0.44109697933227343,0.9095030514385354,Escape from the Planet of the Robot Monsters,main
Escape From The Planet Of Doom (1990)(Amstrad Adventure PD Library)[cr],Escape From The Planet Of Doom,escapefromtheplanetofdoom,Escape From The Planet Of Doom,0,0,,,,,SAME,1,0.36198779424585875,0.9217297297297298,Escape from the Planet of the Robot Monsters,main
Escape from Wacci (1989)(Potplant Production)(PD)[cr],Escape from Wacci,escapefromwacci,Escape from Wacci,0,0,,,,,SAME,1,0.3222222222222222,0.8766666666666667,Escape from Khoshima,main
Escoba (19xx)(Marcsoft)(es)[cr],Escoba,escoba,Escoba,1,1,main,main,Escoba,Escoba,SAME,0,,,,
Esgrima Electrico (1985)(Amstrad Computer User)(es)[cr],Esgrima Electrico,esgrimaelectrico,Esgrima Electrico,0,0,,,,,SAME,1,0.25,0.5972222222222222,Election,main
"Espada Sagrada, La (1990)(Topo Soft)(es)","Espada Sagrada, La",espadasagrada,Espada Sagrada La,1,0,main,,La Espada Sagrada,,WORSE,1,1.0,1.0,La Espada Sagrada,main
Espionage (1988)(Grandslam),Espionage,espionage,Espionage,0,0,,,,,SAME,1,0.345,0.92,Espionage Island,main
E-SWAT (1990)(US Gold) (Side A),E-SWAT,eswat,E SWAT,1,0,main,,ESWAT,,WORSE,1,1.0,1.0,ESWAT,main
E-SWAT (1990)(US Gold) (Side B),E-SWAT,eswat,E SWAT,1,0,main,,ESWAT,,WORSE,1,1.0,1.0,ESWAT,main
Etrange Castel (1990)(Fanatic)(fr)(pd)[cr],Etrange Castel,etrangecastel,Etrange Castel,0,0,,,,,SAME,1,0.22307692307692306,0.6837606837606837,European Games,main
Euclides XXI (2019)(ESP Soft)(es),Euclides XXI,euclidesxxi,Euclides XXI,0,0,,,,,SAME,1,0.22272727272727272,0.749090909090909,Elite,main
Euclides XXI (2019)(ESP Soft),Euclides XXI,euclidesxxi,Euclides XXI,0,0,,,,,SAME,1,0.22272727272727272,0.749090909090909,Elite,main
European Champions (1990)(E&J Software)[cr],European Champions,europeanchampions,European Champions,1,1,main,main,European Champions,European Champions,SAME,0,,,,
European II - The European Cup (1989)(E&J Software)(es)(Hack)[cr],European II - The European Cup,european2theeuropeancup,European 2 The European Cup,1,1,main,main,European II: The European Cup,European II: The European Cup,SAME,0,,,,
